562.518	1509
562.552	1475
562.587	1490
562.621	1496
562.655	1500
562.69	1489
562.724	1500
562.758	1484
562.793	1505
562.827	1491
562.862	1482
562.896	1483
562.93	1490
562.965	1500
562.999	1498
563.033	1484
563.068	1506
563.102	1497
563.136	1488
563.171	1493
563.205	1485
563.239	1490
563.274	1476
563.308	1475
563.342	1475
563.377	1484
563.411	1479
563.445	1487
563.48	1478
563.514	1497
563.548	1485
563.583	1478
563.617	1483
563.651	1486
563.686	1480
563.72	1496
563.754	1491
563.789	1484
563.823	1489
563.857	1482
563.892	1473
563.926	1482
563.96	1489
563.995	1478
564.029	1484
564.063	1483
564.098	1490
564.132	1482
564.166	1471
564.201	1470
564.235	1472
564.269	1472
564.304	1493
564.338	1483
564.372	1482
564.406	1495
564.441	1476
564.475	1472
564.509	1462
564.544	1467
564.578	1470
564.612	1481
564.647	1470
564.681	1472
564.715	1469
564.75	1480
564.784	1480
564.818	1478
564.852	1488
564.887	1474
564.921	1480
564.955	1478
564.99	1468
565.024	1488
565.058	1476
565.093	1487
565.127	1487
565.161	1484
565.195	1492
565.23	1493
565.264	1487
565.298	1479
565.333	1488
565.367	1486
565.401	1483
565.435	1496
565.47	1481
565.504	1499
565.538	1504
565.573	1498
565.607	1514
565.641	1508
565.675	1492
565.71	1511
565.744	1505
565.778	1519
565.813	1510
565.847	1524
565.881	1510
565.915	1536
565.95	1532
565.984	1552
566.018	1551
566.053	1563
566.087	1553
566.121	1551
566.155	1571
566.19	1584
566.224	1570
566.258	1582
566.292	1593
566.327	1584
566.361	1588
566.395	1590
566.43	1607
566.464	1615
566.498	1601
566.532	1619
566.567	1595
566.601	1595
566.635	1608
566.669	1611
566.704	1621
566.738	1610
566.772	1607
566.806	1600
566.841	1606
566.875	1612
566.909	1618
566.943	1614
566.978	1611
567.012	1602
567.046	1599
567.08	1607
567.115	1621
567.149	1634
567.183	1629
567.217	1628
567.252	1645
567.286	1651
567.32	1672
567.354	1665
567.389	1674
567.423	1703
567.457	1709
567.491	1723
567.526	1744
567.56	1755
567.594	1757
567.628	1774
567.663	1776
567.697	1787
567.731	1814
567.765	1813
567.799	1837
567.834	1809
567.868	1822
567.902	1848
567.936	1807
567.971	1833
568.005	1809
568.039	1833
568.073	1837
568.107	1834
568.142	1822
568.176	1833
568.21	1829
568.244	1825
568.279	1829
568.313	1834
568.347	1829
568.381	1824
568.415	1835
568.45	1830
568.484	1839
568.518	1825
568.552	1839
568.587	1810
568.621	1829
568.655	1826
568.689	1837
568.723	1805
568.758	1846
568.792	1828
568.826	1841
568.86	1871
568.894	1850
568.929	1893
568.963	1903
568.997	1905
569.031	1926
569.065	1948
569.1	1967
569.134	2000
569.168	2054
569.202	2047
569.236	2075
569.271	2115
569.305	2138
569.339	2166
569.373	2186
569.407	2186
569.442	2209
569.476	2197
569.51	2194
569.544	2197
569.578	2184
569.613	2166
569.647	2155
569.681	2126
569.715	2122
569.749	2107
569.783	2087
569.818	2076
569.852	2074
569.886	2064
569.92	2037
569.954	2051
569.988	2019
570.023	2017
570.057	2012
570.091	2008
570.125	1992
570.159	1972
570.194	1985
570.228	1956
570.262	1965
570.296	1958
570.33	1956
570.364	1964
570.399	1970
570.433	1968
570.467	1965
570.501	1985
570.535	1981
570.569	2006
570.604	2018
570.638	2047
570.672	2052
570.706	2094
570.74	2093
570.774	2113
570.808	2154
570.843	2131
570.877	2140
570.911	2156
570.945	2153
570.979	2123
571.013	2145
571.048	2149
571.082	2097
571.116	2066
571.15	2074
571.184	2031
571.218	2023
571.252	1977
571.287	1947
571.321	1930
571.355	1901
571.389	1875
571.423	1854
571.457	1817
571.491	1800
571.526	1799
571.56	1764
571.594	1738
571.628	1732
571.662	1715
571.696	1707
571.73	1676
571.765	1673
571.799	1665
571.833	1662
571.867	1659
571.901	1634
571.935	1654
571.969	1623
572.003	1621
572.038	1604
572.072	1598
572.106	1606
572.14	1597
572.174	1586
572.208	1581
572.242	1606
572.276	1580
572.311	1573
572.345	1567
572.379	1562
572.413	1565
572.447	1561
572.481	1562
572.515	1550
572.549	1572
572.583	1545
572.618	1547
572.652	1524
572.686	1546
572.72	1542
572.754	1553
572.788	1532
572.822	1535
572.856	1545
572.89	1526
572.925	1532
572.959	1525
572.993	1529
573.027	1510
573.061	1527
573.095	1518
573.129	1512
573.163	1512
573.197	1512
573.231	1510
573.265	1531
573.3	1507
573.334	1514
573.368	1510
573.402	1509
573.436	1524
573.47	1510
573.504	1515
573.538	1522
573.572	1515
573.606	1492
573.64	1505
573.675	1508
573.709	1492
573.743	1509
573.777	1502
573.811	1497
573.845	1495
573.879	1499
573.913	1480
573.947	1491
573.981	1507
574.015	1499
574.049	1495
574.083	1497
574.118	1488
574.152	1493
574.186	1493
574.22	1494
574.254	1500
574.288	1499
574.322	1488
574.356	1501
574.39	1499
574.424	1481
574.458	1487
574.492	1495
574.526	1489
574.56	1480
574.594	1497
574.629	1494
574.663	1505
574.697	1480
574.731	1487
574.765	1489
574.799	1507
574.833	1495
574.867	1505
574.901	1483
574.935	1486
574.969	1495
575.003	1495
575.037	1490
575.071	1492
575.105	1484
575.139	1498
575.173	1497
575.207	1495
575.241	1499
575.275	1487
575.31	1498
575.344	1489
575.378	1508
575.412	1499
575.446	1475
575.48	1497
575.514	1489
575.548	1488
575.582	1498
575.616	1501
575.65	1501
575.684	1488
575.718	1498
575.752	1491
575.786	1496
575.82	1493
575.854	1488
575.888	1498
575.922	1496
575.956	1496
575.99	1483
576.024	1499
576.058	1504
576.092	1504
576.126	1501
576.16	1510
576.194	1497
576.228	1523
576.262	1499
576.296	1484
576.33	1495
576.364	1498
576.398	1510
576.432	1512
576.466	1520
576.5	1508
576.534	1513
576.568	1517
576.602	1495
576.636	1504
576.67	1502
576.704	1522
576.738	1529
576.772	1509
576.806	1525
576.84	1522
576.874	1524
576.908	1508
576.942	1518
576.976	1519
577.01	1523
577.044	1521
577.078	1522
577.112	1518
577.146	1524
577.18	1524
577.214	1536
577.248	1528
577.282	1513
577.316	1526
577.35	1535
577.384	1526
577.418	1513
577.452	1526
577.486	1535
577.52	1521
577.554	1540
577.588	1530
577.622	1541
577.656	1527
577.69	1535
577.724	1540
577.758	1553
577.792	1556
577.826	1525
577.86	1533
577.894	1541
577.928	1526
577.962	1551
577.996	1543
578.03	1537
578.064	1539
578.098	1556
578.132	1538
578.166	1551
578.2	1524
578.234	1559
578.268	1540
578.302	1541
578.336	1547
578.37	1553
578.404	1553
578.437	1558
578.471	1563
578.505	1558
578.539	1541
578.573	1542
578.607	1545
578.641	1572
578.675	1555
578.709	1578
578.743	1553
578.777	1555
578.811	1565
578.845	1565
578.879	1565
578.913	1553
578.947	1570
578.981	1568
579.015	1559
579.049	1572
579.083	1575
579.116	1566
579.15	1577
579.184	1556
579.218	1574
579.252	1571
579.286	1575
579.32	1573
579.354	1568
579.388	1570
579.422	1565
579.456	1578
579.49	1585
579.524	1582
579.558	1573
579.592	1574
579.625	1575
579.659	1577
579.693	1574
579.727	1573
579.761	1576
579.795	1573
579.829	1572
579.863	1581
579.897	1583
579.931	1569
579.965	1589
579.999	1607
580.033	1580
580.066	1587
580.1	1592
580.134	1593
580.168	1581
580.202	1571
580.236	1597
580.27	1585
580.304	1587
580.338	1584
580.372	1581
580.406	1599
580.439	1591
580.473	1588
580.507	1590
580.541	1593
580.575	1573
580.609	1579
580.643	1570
580.677	1580
580.711	1598
580.745	1594
580.778	1593
580.812	1587
580.846	1579
580.88	1578
580.914	1595
580.948	1586
580.982	1583
581.016	1591
581.05	1590
581.083	1573
581.117	1572
581.151	1592
581.185	1595
581.219	1590
581.253	1586
581.287	1590
581.321	1595
581.355	1598
581.388	1584
581.422	1590
581.456	1596
581.49	1594
581.524	1601
581.558	1574
581.592	1597
581.626	1582
581.659	1607
581.693	1598
581.727	1599
581.761	1603
581.795	1602
581.829	1592
581.863	1594
581.896	1620
581.93	1606
581.964	1603
581.998	1597
582.032	1592
582.066	1609
582.1	1598
582.133	1586
582.167	1606
582.201	1571
582.235	1599
582.269	1583
582.303	1597
582.337	1610
582.37	1589
582.404	1620
582.438	1594
582.472	1612
582.506	1601
582.54	1596
582.574	1615
582.607	1621
582.641	1602
582.675	1601
582.709	1600
582.743	1603
582.777	1610
582.81	1597
582.844	1625
582.878	1630
582.912	1612
582.946	1606
582.98	1625
583.013	1628
583.047	1609
583.081	1609
583.115	1615
583.149	1615
583.183	1626
583.216	1613
583.25	1628
583.284	1619
583.318	1652
583.352	1615
583.386	1621
583.419	1604
583.453	1616
583.487	1629
583.521	1617
583.555	1632
583.589	1625
583.622	1632
583.656	1659
583.69	1645
583.724	1642
583.758	1623
583.791	1636
583.825	1643
583.859	1651
583.893	1625
583.927	1647
583.96	1654
583.994	1643
584.028	1642
584.062	1641
584.096	1660
584.129	1654
584.163	1634
584.197	1646
584.231	1641
584.265	1635
584.298	1648
584.332	1645
584.366	1660
584.4	1648
584.434	1638
584.467	1675
584.501	1653
584.535	1666
584.569	1664
584.603	1657
584.636	1669
584.67	1660
584.704	1657
584.738	1664
584.772	1672
584.805	1654
584.839	1670
584.873	1665
584.907	1665
584.94	1667
584.974	1680
585.008	1672
585.042	1666
585.076	1650
585.109	1665
585.143	1668
585.177	1686
585.211	1670
585.244	1660
585.278	1670
585.312	1686
585.346	1682
585.38	1675
585.413	1677
585.447	1674
585.481	1672
585.515	1678
585.548	1682
585.582	1683
585.616	1666
585.65	1692
585.683	1686
585.717	1686
585.751	1684
585.785	1682
585.818	1669
585.852	1681
585.886	1668
585.92	1674
585.953	1684
585.987	1686
586.021	1682
586.055	1665
586.088	1679
586.122	1695
586.156	1699
586.19	1665
586.223	1663
586.257	1660
586.291	1681
586.325	1677
586.358	1696
586.392	1682
586.426	1689
586.46	1677
586.493	1686
586.527	1687
586.561	1684
586.595	1669
586.628	1672
586.662	1671
586.696	1675
586.73	1676
586.763	1666
586.797	1664
586.831	1668
586.864	1668
586.898	1669
586.932	1676
586.966	1657
586.999	1653
587.033	1660
587.067	1671
587.1	1673
587.134	1674
587.168	1663
587.202	1656
587.235	1654
587.269	1665
587.303	1659
587.336	1665
587.37	1656
587.404	1644
587.438	1656
587.471	1650
587.505	1639
587.539	1645
587.572	1647
587.606	1635
587.64	1657
587.674	1639
587.707	1628
587.741	1652
587.775	1632
587.808	1641
587.842	1622
587.876	1634
587.909	1636
587.943	1648
587.977	1627
588.011	1634
588.044	1634
588.078	1632
588.112	1631
588.145	1626
588.179	1631
588.213	1630
588.246	1627
588.28	1603
588.314	1615
588.347	1638
588.381	1605
588.415	1614
588.448	1614
588.482	1617
588.516	1601
588.55	1602
588.583	1584
588.617	1598
588.651	1594
588.684	1603
588.718	1608
588.752	1581
588.785	1572
588.819	1589
588.853	1575
588.886	1573
588.92	1592
588.954	1586
588.987	1578
589.021	1577
589.055	1570
589.088	1569
589.122	1565
589.156	1574
589.189	1561
589.223	1571
589.257	1567
589.29	1552
589.324	1567
589.358	1538
589.391	1542
589.425	1545
589.458	1556
589.492	1553
589.526	1552
589.559	1538
589.593	1532
589.627	1550
589.66	1536
589.694	1516
589.728	1537
589.761	1537
589.795	1528
589.829	1533
589.862	1524
589.896	1534
589.929	1511
589.963	1510
589.997	1527
590.03	1528
590.064	1507
590.098	1517
590.131	1518
590.165	1510
590.199	1490
590.232	1513
590.266	1516
590.299	1485
590.333	1510
590.367	1484
590.4	1487
590.434	1489
590.468	1487
590.501	1493
590.535	1483
590.568	1491
590.602	1484
590.636	1486
590.669	1472
590.703	1487
590.737	1481
590.77	1475
590.804	1460
590.837	1489
590.871	1478
590.905	1470
590.938	1471
590.972	1456
591.005	1472
591.039	1465
591.073	1461
591.106	1452
591.14	1468
591.173	1451
591.207	1447
591.241	1457
591.274	1461
591.308	1439
591.341	1460
591.375	1451
591.409	1444
591.442	1445
591.476	1435
591.509	1441
591.543	1441
591.577	1427
591.61	1430
591.644	1447
591.677	1411
591.711	1429
591.745	1441
591.778	1437
591.812	1423
591.845	1410
591.879	1400
591.912	1417
591.946	1429
591.98	1424
592.013	1420
592.047	1404
592.08	1416
592.114	1421
592.147	1406
592.181	1419
592.215	1398
592.248	1408
592.282	1405
592.315	1412
592.349	1396
592.382	1403
592.416	1401
592.45	1402
592.483	1391
592.517	1397
592.55	1396
592.584	1403
592.617	1392
592.651	1387
592.685	1394
592.718	1397
592.752	1390
592.785	1387
592.819	1395
592.852	1385
592.886	1372
592.919	1387
592.953	1382
592.986	1369
593.02	1377
593.054	1378
593.087	1376
593.121	1368
593.154	1369
593.188	1376
593.221	1358
593.255	1382
593.288	1372
593.322	1355
593.355	1356
593.389	1365
593.423	1356
593.456	1367
593.49	1358
593.523	1362
593.557	1353
593.59	1360
593.624	1350
593.657	1364
593.691	1356
593.724	1360
593.758	1350
593.791	1345
593.825	1355
593.858	1353
593.892	1342
593.925	1348
593.959	1355
593.992	1339
594.026	1346
594.06	1340
594.093	1339
594.127	1324
594.16	1340
594.194	1331
594.227	1344
594.261	1335
594.294	1332
594.328	1329
594.361	1329
594.395	1328
594.428	1328
594.462	1323
594.495	1323
594.529	1322
594.562	1337
594.596	1323
594.629	1310
594.663	1326
594.696	1314
594.73	1318
594.763	1320
594.797	1316
594.83	1324
594.864	1328
594.897	1305
594.931	1315
594.964	1301
594.998	1309
595.031	1311
595.065	1307
595.098	1310
595.132	1298
595.165	1309
595.199	1307
595.232	1312
595.265	1304
595.299	1297
595.332	1300
595.366	1306
595.399	1296
595.433	1289
595.466	1288
595.5	1297
595.533	1295
595.567	1298
595.6	1298
595.634	1278
595.667	1288
595.701	1297
595.734	1283
595.768	1281
595.801	1283
595.835	1292
595.868	1289
595.901	1301
595.935	1287
595.968	1294
596.002	1287
596.035	1285
596.069	1282
596.102	1285
596.136	1279
596.169	1285
596.203	1274
596.236	1287
596.269	1279
596.303	1280
596.336	1300
596.37	1284
596.403	1279
596.437	1284
596.47	1278
596.504	1287
596.537	1283
596.57	1286
596.604	1279
596.637	1273
596.671	1283
596.704	1289
596.738	1270
596.771	1282
596.805	1265
596.838	1273
596.871	1283
596.905	1281
596.938	1273
596.972	1273
597.005	1275
597.039	1270
597.072	1275
597.105	1277
597.139	1282
597.172	1278
597.206	1270
